Año,Trimestre,Provincia,+ 30 Mbps,OTROS,Total,hasta 1 mbps,1 mbps - 10 mbps,10 Mbps - 30 Mbps,indice
2018,3,Buenos Aires,237248,120464.0,3609754,90369,1636538,961573,408
2018,3,Capital Federal,165055,0.0,1394490,9223,435172,412179,409
2018,3,Catamarca,7,2151.0,34373,2334,24833,872,410
2018,3,Chaco,5667,1035.0,105340,4203,63645,31420,411
2018,3,Chubut,164,0.0,102594,4621,97258,11540,412
2018,3,Córdoba,39854,649.0,723352,25577,320843,331317,413
2018,3,Corrientes,4419,0.0,99459,6864,63317,24958,414
2018,3,Entre Ríos,6786,0.0,204062,9228,141746,46464,415
2018,3,Formosa,1434,0.0,44857,3476,27883,11065,416
2018,3,Jujuy,623,0.0,44897,3752,36804,4456,417
2018,3,La Pampa,216,6980.0,83342,10837,71660,10389,418
2018,3,La Rioja,339,0.0,51869,1381,44785,5625,419
2018,3,Mendoza,129,0.0,208201,1725,201773,4997,420
2018,3,Misiones,4547,0.0,110594,6229,64364,35886,421
2018,3,Neuquén,9718,6105.0,115935,3640,57469,39003,422
2018,3,Río Negro,4332,3719.0,113504,9311,81049,15759,423
2018,3,Salta,502,0.0,133722,4881,94577,34806,424
2018,3,San Juan,1,0.0,64369,1546,64325,3150,425
2018,3,San Luis,2,1902.0,74362,1660,24464,1820,426
2018,3,Santa Cruz,3,0.0,33945,1420,40595,2070,427
2018,3,Santa Fe,31266,13911.0,692572,41456,385118,225024,428
2018,3,Santiago Del Estero,265,0.0,86102,665,79376,4446,429
2018,3,Tierra Del Fuego,13,0.0,44300,1930,41796,2550,430
2018,3,Tucumán,12187,0.0,171040,6153,124841,36472,431
2018,2,Buenos Aires,199589,113357.0,3502314,82363,1754900,1352105,432
2018,2,Capital Federal,142253,0.0,1371167,9964,509457,710150,433
2018,2,Catamarca,6,65.0,34073,2754,20736,4707,434
2018,2,Chaco,4630,1035.0,98290,3668,58449,31138,435
2018,2,Chubut,9,501.0,100533,5141,90967,90,436
2018,2,Córdoba,34950,811.0,710289,22589,322226,323143,437
2018,2,Corrientes,3862,0.0,97960,7157,62334,18604,438
2018,2,Entre Ríos,5920,0.0,199439,8359,98916,46293,439
2018,2,Formosa,1243,0.0,44546,3679,27585,11040,440
2018,2,Jujuy,7,0.0,45095,3782,37402,4417,441
2018,2,La Pampa,179,6980.0,82344,11237,70492,19340,442
2018,2,La Rioja,15,0.0,51945,1474,44877,764,443
2018,2,Mendoza,72,33788.0,200932,1858,169746,2830,444
2018,2,Misiones,3866,0.0,108699,6572,63058,35635,445
2018,2,Neuquén,8551,6105.0,114668,3804,57349,38859,446
2018,2,Río Negro,3725,3975.0,112129,9388,80286,8311,447
2018,2,Salta,182,0.0,135006,1559,95048,35670,448
2018,2,San Juan,0,5068.0,64073,1598,57701,30,449
2018,2,San Luis,2,9284.0,21454,1580,12102,70,450
2018,2,Santa Cruz,3,4267.0,33772,1460,35150,1010,451
2018,2,Santa Fe,26512,22257.0,684591,41707,374746,68079,452
2018,2,Santiago Del Estero,31,17589.0,83770,3127,60083,3588,453
2018,2,Tierra Del Fuego,0,1070.0,43505,1940,43129,750,454
2018,2,Tucumán,8784,1305.0,169850,6895,124867,28143,455
2018,1,Buenos Aires,184203,105818.0,3471700,76280,1738484,1366915,456
2018,1,Capital Federal,127384,0.0,1368594,10929,515303,715779,457
2018,1,Catamarca,4,65.0,33929,3236,20915,3949,458
2018,1,Chaco,3897,1035.0,96782,3961,57004,31515,459
2018,1,Chubut,9,501.0,97928,4984,88519,90,460
2018,1,Córdoba,29228,10049.0,713991,26732,223858,323396,461
2018,1,Corrientes,3256,0.0,94420,5115,61190,19657,462
2018,1,Entre Ríos,5071,0.0,196848,9041,135679,47219,463
2018,1,Formosa,1046,0.0,32320,3914,15209,11152,464
2018,1,Jujuy,4,0.0,44393,8257,35263,4415,465
2018,1,La Pampa,98,3503.0,82375,10569,68720,7216,466
2018,1,La Rioja,1,0.0,52242,1575,44897,6021,467
2018,1,Mendoza,72,33788.0,200927,1862,169609,2850,468
2018,1,Misiones,3219,0.0,103542,527,59111,36464,469
2018,1,Neuquén,7378,6105.0,116746,3763,60779,38721,470
2018,1,Río Negro,3129,3975.0,111239,9423,80194,22969,471
2018,1,Salta,88,0.0,134001,5619,93422,35916,472
2018,1,San Juan,0,5068.0,63240,1278,57188,30,473
2018,1,San Luis,2,9284.0,21382,1580,12030,70,474
2018,1,Santa Cruz,3,4267.0,33772,1460,35150,1010,475
2018,1,Santa Fe,22801,23181.0,680053,34998,370584,41478,476
2018,1,Santiago Del Estero,2,17589.0,84236,701,60212,3779,477
2018,1,Tierra Del Fuego,0,1070.0,34409,3130,34007,0,478
2018,1,Tucumán,7082,1305.0,167984,7632,124486,27623,479
2017,4,Buenos Aires,151747,114182.0,3188332,58911,1815839,746027,480
2017,4,Capital Federal,114939,0.0,1584238,34551,545422,224208,481
2017,4,Catamarca,2,2151.0,29558,3522,21219,3357,482
2017,4,Chaco,3289,1035.0,96471,4132,61232,20852,483
2017,4,Chubut,9,0.0,93432,4983,89031,120,484
2017,4,Córdoba,24251,8429.0,700611,28321,383729,258500,485
2017,4,Corrientes,2675,0.0,93771,632,64766,21099,486
2017,4,Entre Ríos,4113,0.0,193499,10763,140655,10959,487
2017,4,Formosa,824,0.0,32055,4172,18087,16766,488
2017,4,Jujuy,3,0.0,43550,8814,34287,3947,489
2017,4,La Pampa,81,3503.0,81086,11829,67280,11830,490
2017,4,La Rioja,3,0.0,52195,1578,44860,6033,491
2017,4,Mendoza,81,0.0,180154,1916,182026,3070,492
2017,4,Misiones,2735,0.0,103895,1092,64854,31353,493
2017,4,Neuquén,6300,6105.0,115843,3768,69361,30309,494
2017,4,Río Negro,2440,3719.0,109678,9688,85928,15949,495
2017,4,Salta,84,0.0,133648,10635,106126,22527,496
2017,4,San Juan,2,0.0,58622,1282,57615,20,497
2017,4,San Luis,7,1902.0,14900,1600,12902,10,498
2017,4,Santa Cruz,3,0.0,29978,1460,35623,1010,499
2017,4,Santa Fe,19602,14119.0,671964,37241,418937,182065,500
2017,4,Santiago Del Estero,2,0.0,68842,3501,62317,3679,501
2017,4,Tierra Del Fuego,0,0.0,31652,3160,31354,0,502
2017,4,Tucumán,4367,0.0,162248,9214,123991,25621,503
2017,3,Buenos Aires,108400,0.0,3028468,57988,2045131,816949,504
2017,3,Capital Federal,91917,0.0,1575199,36754,902100,124938,505
2017,3,Catamarca,1,0.0,27011,3724,21141,3063,506
2017,3,Chaco,2004,0.0,92796,4446,63067,24134,507
2017,3,Chubut,0,0.0,78607,8349,74179,30,508
2017,3,Córdoba,16741,0.0,679929,29424,409274,227433,509
2017,3,Corrientes,1607,0.0,92561,5869,67090,18211,510
2017,3,Entre Ríos,2397,0.0,185501,9236,140979,32889,511
2017,3,Formosa,459,0.0,31132,4779,18939,15046,512
2017,3,Jujuy,2,0.0,43269,9093,34204,3372,513
2017,3,La Pampa,51,0.0,75202,11674,73344,9150,514
2017,3,La Rioja,3,0.0,51924,1657,44781,5834,515
2017,3,Mendoza,19,0.0,158818,1270,159611,960,516
2017,3,Misiones,1881,0.0,100526,5181,65708,27756,517
2017,3,Neuquén,4937,0.0,109276,3493,73566,27280,518
2017,3,Río Negro,1659,0.0,105009,9861,86960,13081,519
2017,3,Salta,63,0.0,133400,10944,111263,3777,520
2017,3,San Juan,2,0.0,58695,1387,57592,20,521
2017,3,San Luis,7,0.0,12406,660,12395,10,522
2017,3,Santa Cruz,1,0.0,29955,2110,34522,990,523
2017,3,Santa Fe,12982,0.0,624462,37135,424470,149875,524
2017,3,Santiago Del Estero,2,0.0,65360,3978,58924,3347,525
2017,3,Tierra Del Fuego,0,0.0,34164,3060,33858,0,526
2017,3,Tucumán,655,0.0,159959,10038,128372,21875,527
2017,2,Buenos Aires,46178,0.0,2976720,55020,2209165,666357,528
2017,2,Capital Federal,37977,0.0,1564194,41223,756720,458805,529
2017,2,Catamarca,1,0.0,26703,3468,20980,2812,530
2017,2,Chaco,545,0.0,90609,5643,64939,21201,531
2017,2,Chubut,0,0.0,80229,8216,73948,0,532
2017,2,Córdoba,5069,0.0,658560,29372,459344,167034,533
2017,2,Corrientes,647,0.0,90094,6062,68259,15261,534
2017,2,Entre Ríos,823,0.0,182797,8112,104840,26128,535
2017,2,Formosa,139,0.0,29958,4905,19582,12073,536
2017,2,Jujuy,1,0.0,42658,8987,33889,2958,537
2017,2,La Pampa,21,0.0,69193,12193,64625,5800,538
2017,2,La Rioja,2,0.0,16288,1644,12903,2036,539
2017,2,Mendoza,22,0.0,177505,1330,178123,550,540
2017,2,Misiones,570,0.0,99796,5458,69277,24491,541
2017,2,Neuquén,1703,0.0,109586,2937,89762,22825,542
2017,2,Río Negro,559,0.0,105379,15336,90535,2720,543
2017,2,Salta,76,0.0,108551,10659,90761,12401,544
2017,2,San Juan,4,0.0,58800,2080,58588,0,545
2017,2,San Luis,2,0.0,14029,120,14014,10,546
2017,2,Santa Cruz,0,0.0,31765,2120,36323,990,547
2017,2,Santa Fe,4275,0.0,567004,43688,404684,114357,548
2017,2,Santiago Del Estero,0,0.0,33199,3799,26816,2962,549
2017,2,Tierra Del Fuego,0,0.0,35710,3010,35409,0,550
2017,2,Tucumán,21,0.0,154390,10196,125878,19159,551
2017,1,Buenos Aires,22299,0.0,3186724,89935,2460013,143291,552
2017,1,Capital Federal,19881,0.0,1262940,6509,897409,343731,553
2017,1,Catamarca,0,0.0,26315,3478,20762,2651,554
2017,1,Chaco,314,0.0,89047,5745,66011,18696,555
2017,1,Chubut,0,0.0,80150,8192,75567,0,556
2017,1,Córdoba,2071,0.0,642098,29232,473567,137678,557
2017,1,Corrientes,303,0.0,88605,754,68735,13512,558
2017,1,Entre Ríos,317,0.0,180418,976,147525,22816,559
2017,1,Formosa,22,0.0,29707,5073,19919,10408,560
2017,1,Jujuy,0,0.0,43203,9513,34310,2746,561
2017,1,La Pampa,11,0.0,68079,12899,61049,3570,562
2017,1,La Rioja,2,0.0,16224,1668,12895,1938,563
2017,1,Mendoza,22,0.0,177485,1210,178061,550,564
2017,1,Misiones,166,0.0,97621,4766,69797,21983,565
2017,1,Neuquén,458,0.0,107491,2965,92833,5736,566
2017,1,Río Negro,200,0.0,105033,15507,92082,8332,567
2017,1,Salta,74,0.0,107643,10651,92476,12056,568
2017,1,San Juan,4,0.0,58792,2000,58588,0,569
2017,1,San Luis,2,0.0,14029,120,14014,10,570
2017,1,Santa Cruz,0,0.0,31863,2130,35818,980,571
2017,1,Santa Fe,1831,0.0,562613,44429,417570,98783,572
2017,1,Santiago Del Estero,0,0.0,34478,4032,27877,2956,573
2017,1,Tierra Del Fuego,0,0.0,35710,3010,35409,0,574
2017,1,Tucumán,13,0.0,152750,10642,125625,17334,575
2016,4,Buenos Aires,17279,0.0,3138541,92336,2489180,539746,576
2016,4,Capital Federal,16756,0.0,1266885,6647,930047,318088,577
2016,4,Catamarca,0,0.0,27032,3628,21408,2617,578
2016,4,Chaco,250,0.0,88854,5893,66957,17473,579
2016,4,Chubut,0,0.0,80197,8503,75303,0,580
2016,4,Córdoba,1606,0.0,637473,3438,482611,123826,581
2016,4,Corrientes,234,0.0,88093,6259,69182,12553,582
2016,4,Entre Ríos,280,0.0,180310,8421,148787,21310,583
2016,4,Formosa,17,0.0,29518,5092,19905,10345,584
2016,4,Jujuy,0,0.0,42626,9255,33921,2564,585
2016,4,La Pampa,11,0.0,67345,13469,56854,4670,586
2016,4,La Rioja,3,0.0,16315,1736,12969,1805,587
2016,4,Mendoza,20,0.0,177477,1300,177984,540,588
2016,4,Misiones,126,0.0,97392,4884,70887,20586,589
2016,4,Neuquén,271,0.0,106093,2945,92779,17226,590
2016,4,Río Negro,122,0.0,104779,12933,95447,7491,591
2016,4,Salta,70,0.0,106947,10797,92423,11001,592
2016,4,San Juan,4,0.0,58840,2280,58608,0,593
2016,4,San Luis,2,0.0,14029,120,14014,10,594
2016,4,Santa Cruz,0,0.0,32013,2120,34789,900,595
2016,4,Santa Fe,1529,0.0,561542,45068,424123,90822,596
2016,4,Santiago Del Estero,0,0.0,35054,4185,28424,2814,597
2016,4,Tierra Del Fuego,0,0.0,35710,3010,35409,0,598
2016,4,Tucumán,10,0.0,151631,10981,125715,14403,599
2016,3,Buenos Aires,13318,0.0,3121140,113801,2187828,399645,600
2016,3,Capital Federal,13886,0.0,1261686,13260,967277,279197,601
2016,3,Catamarca,0,0.0,26984,4188,21028,2353,602
2016,3,Chaco,217,0.0,89416,7127,68014,15768,603
2016,3,Chubut,0,0.0,80705,5179,81115,0,604
2016,3,Córdoba,1322,0.0,644678,41809,491063,110916,605
2016,3,Corrientes,210,0.0,88346,7575,69427,11269,606
2016,3,Entre Ríos,248,0.0,181226,12425,149509,19044,607
2016,3,Formosa,10,0.0,29861,6000,19545,10138,608
2016,3,Jujuy,0,0.0,42541,9738,33368,2288,609
2016,3,La Pampa,11,0.0,66717,13927,55942,3380,610
2016,3,La Rioja,2,0.0,16935,2439,13002,1672,611
2016,3,Mendoza,17,0.0,178376,470,178916,530,612
2016,3,Misiones,91,0.0,97998,704,72265,18602,613
2016,3,Neuquén,225,0.0,106026,3058,94204,14659,614
2016,3,Río Negro,99,0.0,104771,7033,92759,13853,615
2016,3,Salta,50,0.0,107818,8029,91443,10069,616
2016,3,San Juan,2,0.0,58832,2530,58577,0,617
2016,3,San Luis,2,0.0,14091,110,14077,10,618
2016,3,Santa Cruz,0,0.0,32397,2110,34114,610,619
2016,3,Santa Fe,1308,0.0,568104,53459,433263,70885,620
2016,3,Santiago Del Estero,0,0.0,36592,5357,28963,2587,621
2016,3,Tierra Del Fuego,0,0.0,35381,3010,35080,0,622
2016,3,Tucumán,4,0.0,151304,13517,124488,2603,623
2016,2,Buenos Aires,11933,0.0,3108515,144171,2586194,366217,624
2016,2,Capital Federal,13477,0.0,1257302,6088,1005130,40898,625
2016,2,Catamarca,1,0.0,26604,5886,19309,1966,626
2016,2,Chaco,201,0.0,88291,10033,66169,2780,627
2016,2,Chubut,0,0.0,79846,11141,80828,0,628
2016,2,Córdoba,1242,0.0,659050,8285,444745,90973,629
2016,2,Corrientes,191,0.0,87020,10428,48108,16881,630
2016,2,Entre Ríos,205,0.0,189595,21102,151917,24012,631
2016,2,Formosa,10,0.0,28836,7076,17939,9148,632
2016,2,Jujuy,0,0.0,43496,10853,30890,205,633
2016,2,La Pampa,11,0.0,75214,14906,64078,2150,634
2016,2,La Rioja,5,0.0,16746,3251,9362,1374,635
2016,2,Mendoza,20,0.0,177519,4670,177532,490,636
2016,2,Misiones,96,0.0,96832,9872,70971,2555,637
2016,2,Neuquén,208,0.0,104778,3607,94684,11526,638
2016,2,Río Negro,86,0.0,105131,7296,94098,10077,639
2016,2,Salta,49,0.0,109235,10339,89634,8529,640
2016,2,San Juan,4,0.0,57876,2830,57589,0,641
2016,2,San Luis,2,0.0,13950,160,13931,10,642
2016,2,Santa Cruz,0,0.0,32427,2700,33415,200,643
2016,2,Santa Fe,1277,0.0,588531,76811,443465,66978,644
2016,2,Santiago Del Estero,0,0.0,37669,13745,28151,2118,645
2016,2,Tierra Del Fuego,0,0.0,39075,3020,38773,0,646
2016,2,Tucumán,2,0.0,148926,20825,117836,2163,647
2016,1,Buenos Aires,9529,0.0,2875136,17139,2504689,255687,648
2016,1,Capital Federal,10838,0.0,1303768,43917,1047713,199221,649
2016,1,Catamarca,1,0.0,26388,6252,18894,1754,650
2016,1,Chaco,184,0.0,86650,10695,65692,11825,651
2016,1,Chubut,0,0.0,78651,6035,73462,0,652
2016,1,Córdoba,1039,0.0,611484,60964,480215,70598,653
2016,1,Corrientes,170,0.0,85534,1359,66208,13171,654
2016,1,Entre Ríos,165,0.0,174533,20613,139241,18627,655
2016,1,Formosa,5,0.0,28316,7469,17392,8346,656
2016,1,Jujuy,0,0.0,40295,11101,27571,1623,657
2016,1,La Pampa,11,0.0,63783,15325,52267,1490,658
2016,1,La Rioja,3,0.0,16691,3482,9358,1274,659
2016,1,Mendoza,17,0.0,175744,2560,175846,480,660
2016,1,Misiones,68,0.0,92927,18092,69256,21153,661
2016,1,Neuquén,171,0.0,98453,1909,91100,9323,662
2016,1,Río Negro,81,0.0,101921,7276,92068,5016,663
2016,1,Salta,31,0.0,102071,11884,83394,7833,664
2016,1,San Juan,2,0.0,56767,3180,56447,0,665
2016,1,San Luis,2,0.0,13660,120,13645,10,666
2016,1,Santa Cruz,0,0.0,32393,1970,32268,0,667
2016,1,Santa Fe,1063,0.0,551809,78057,417642,55047,668
2016,1,Santiago Del Estero,0,0.0,38394,14249,28574,1898,669
2016,1,Tierra Del Fuego,0,0.0,33304,3010,33003,0,670
2016,1,Tucumán,0,0.0,146613,21152,87157,18756,671
2015,4,Buenos Aires,8180,0.0,2888246,108288,2280653,244023,672
2015,4,Capital Federal,10899,0.0,1350450,48985,1088842,201722,673
2015,4,Catamarca,1,0.0,26471,6663,18590,1703,674
2015,4,Chaco,159,0.0,86553,11533,65379,11228,675
2015,4,Chubut,0,0.0,78448,12024,73561,0,676
2015,4,Córdoba,1088,0.0,625929,65226,490460,70487,677
2015,4,Corrientes,150,0.0,85433,11538,65981,12129,678
2015,4,Entre Ríos,163,0.0,174191,21748,138213,17658,679
2015,4,Formosa,4,0.0,28091,7872,16983,7903,680
2015,4,Jujuy,0,0.0,39925,11427,26911,1587,681
2015,4,La Pampa,10,0.0,62479,18871,48958,1120,682
2015,4,La Rioja,3,0.0,16932,3738,12064,1235,683
2015,4,Mendoza,13,0.0,175080,2640,175099,460,684
2015,4,Misiones,52,0.0,92855,18759,68310,8119,685
2015,4,Neuquén,175,0.0,102039,3788,94228,8024,686
2015,4,Río Negro,75,0.0,101122,7755,91072,4074,687
2015,4,Salta,5,0.0,101936,12509,82816,7497,688
2015,4,San Juan,2,0.0,56158,3950,55761,0,689
2015,4,San Luis,2,0.0,13488,120,13473,10,690
2015,4,Santa Cruz,0,0.0,32555,2140,32368,0,691
2015,4,Santa Fe,1189,0.0,560204,14236,422249,54337,692
2015,4,Santiago Del Estero,0,0.0,39138,14866,28743,1856,693
2015,4,Tierra Del Fuego,0,0.0,32963,3010,32662,0,694
2015,4,Tucumán,0,0.0,146080,1288,113829,17877,695
2015,3,Buenos Aires,7720,0.0,2856078,115712,2529512,203133,696
2015,3,Capital Federal,10022,0.0,1341574,7382,1102143,177622,697
2015,3,Catamarca,1,0.0,26091,7021,18349,8550,698
2015,3,Chaco,157,0.0,85374,12753,66147,17288,699
2015,3,Chubut,0,0.0,78362,12296,73338,0,700
2015,3,Córdoba,1048,0.0,622813,70265,490896,61954,701
2015,3,Corrientes,146,0.0,84959,12251,66295,10641,702
2015,3,Entre Ríos,153,0.0,172487,23248,138778,13764,703
2015,3,Formosa,2,0.0,27751,8383,17145,5632,704
2015,3,Jujuy,0,0.0,39550,11827,26757,9660,705
2015,3,La Pampa,10,0.0,61473,19217,47750,940,706
2015,3,La Rioja,3,0.0,16771,484,12086,8320,707
2015,3,Mendoza,13,0.0,173792,2810,173880,230,708
2015,3,Misiones,43,0.0,91624,19389,68601,17244,709
2015,3,Neuquén,155,0.0,95867,3857,87144,6619,710
2015,3,Río Negro,62,0.0,100508,7829,89681,3836,711
2015,3,Salta,5,0.0,100589,13349,82856,4928,712
2015,3,San Juan,2,0.0,55365,4000,54963,0,713
2015,3,San Luis,2,0.0,13302,130,13286,10,714
2015,3,Santa Cruz,0,0.0,32483,2150,32286,0,715
2015,3,Santa Fe,1133,0.0,555766,87584,422708,42253,716
2015,3,Santiago Del Estero,0,0.0,39398,15362,29114,1249,717
2015,3,Tierra Del Fuego,0,0.0,36710,3000,36428,0,718
2015,3,Tucumán,0,0.0,144301,24757,113652,12462,719
2015,2,Buenos Aires,6712,0.0,2857754,145903,2543208,160123,720
2015,2,Capital Federal,9258,0.0,1346690,54292,1138681,144458,721
2015,2,Catamarca,1,0.0,25678,7403,17779,6300,722
2015,2,Chaco,149,0.0,83846,13938,65226,14217,723
2015,2,Chubut,0,0.0,62647,12592,57471,0,724
2015,2,Córdoba,903,0.0,611835,74255,489710,48371,725
2015,2,Corrientes,126,0.0,83319,12882,65199,8829,726
2015,2,Entre Ríos,136,0.0,169543,24850,136336,11407,727
2015,2,Formosa,1,0.0,27053,8788,16683,3894,728
2015,2,Jujuy,0,0.0,37723,11953,25040,7300,729
2015,2,La Pampa,10,0.0,60240,13919,46505,490,730
2015,2,La Rioja,3,0.0,16509,4182,9361,6410,731
2015,2,Mendoza,13,0.0,170821,2940,170871,210,732
2015,2,Misiones,33,0.0,88524,10616,66693,14152,733
2015,2,Neuquén,110,0.0,92324,4103,84867,5188,734
2015,2,Río Negro,51,0.0,98689,7938,88332,334,735
2015,2,Salta,5,0.0,98269,2425,80978,3404,736
2015,2,San Juan,2,0.0,51988,4180,51568,0,737
2015,2,San Luis,2,0.0,13220,130,13204,10,738
2015,2,Santa Cruz,0,0.0,25756,2350,25539,0,739
2015,2,Santa Fe,1014,0.0,547253,92843,417646,35750,740
2015,2,Santiago Del Estero,0,0.0,39379,15809,29009,8880,741
2015,2,Tierra Del Fuego,0,0.0,36375,3000,36093,0,742
2015,2,Tucumán,0,0.0,140670,26248,110428,9052,743
2015,1,Buenos Aires,5700,0.0,2754612,132471,2289859,128519,744
2015,1,Capital Federal,8401,0.0,1333455,61629,1147661,115764,745
2015,1,Catamarca,1,0.0,25130,7764,16956,5260,746
2015,1,Chaco,135,0.0,81357,12313,63308,10236,747
2015,1,Chubut,0,0.0,64262,12686,58353,0,748
2015,1,Córdoba,815,0.0,597833,79997,479376,39058,749
2015,1,Corrientes,98,0.0,81484,13655,63396,6774,750
2015,1,Entre Ríos,119,0.0,166418,26818,132281,9666,751
2015,1,Formosa,1,0.0,26700,9227,16437,10350,752
2015,1,Jujuy,0,0.0,36612,12212,23797,6030,753
2015,1,La Pampa,10,0.0,59210,14113,45298,230,754
2015,1,La Rioja,3,0.0,16334,4311,11586,5330,755
2015,1,Mendoza,11,0.0,170145,3110,170143,220,756
2015,1,Misiones,26,0.0,85150,20716,64293,10483,757
2015,1,Neuquén,76,0.0,89574,4472,82487,4087,758
2015,1,Río Negro,42,0.0,97227,8284,87113,2652,759
2015,1,Salta,5,0.0,96810,15274,78947,2719,760
2015,1,San Juan,2,0.0,51801,4530,51346,0,761
2015,1,San Luis,2,0.0,12741,180,12720,10,762
2015,1,Santa Cruz,0,0.0,26282,2320,26068,0,763
2015,1,Santa Fe,900,0.0,536252,99979,365491,29139,764
2015,1,Santiago Del Estero,0,0.0,38617,16246,27932,7480,765
2015,1,Tierra Del Fuego,0,0.0,36944,6230,36339,0,766
2015,1,Tucumán,0,0.0,138262,28213,106956,7062,767
2014,4,Buenos Aires,5406,0.0,2705954,141163,2270807,114292,768
2014,4,Capital Federal,7997,0.0,1331972,65594,1161720,104672,769
2014,4,Catamarca,1,0.0,25493,8257,14384,4210,770
2014,4,Chaco,2,0.0,66060,17667,50014,1266,771
2014,4,Chubut,0,0.0,68538,8076,61092,0,772
2014,4,Córdoba,782,0.0,589873,87265,469791,32035,773
2014,4,Corrientes,9,0.0,65710,1786,49695,2106,774
2014,4,Entre Ríos,66,0.0,140730,30112,106967,3594,775
2014,4,Formosa,1,0.0,26208,2730,15910,5200,776
2014,4,Jujuy,0,0.0,35955,10615,23183,4650,777
2014,4,La Pampa,10,0.0,49710,13145,36780,90,778
2014,4,La Rioja,3,0.0,16402,4423,11671,3860,779
2014,4,Mendoza,12,0.0,169611,3220,169582,190,780
2014,4,Misiones,12,0.0,77229,6654,61824,3492,781
2014,4,Neuquén,66,0.0,89228,4475,82198,3641,782
2014,4,Río Negro,30,0.0,95904,5087,86034,2359,783
2014,4,Salta,4,0.0,93967,16754,75773,1922,784
2014,4,San Juan,2,0.0,52119,4890,51628,0,785
2014,4,San Luis,2,0.0,13147,90,13135,10,786
2014,4,Santa Cruz,0,0.0,25703,1574,24155,10,787
2014,4,Santa Fe,824,0.0,527471,108669,396011,29788,788
2014,4,Santiago Del Estero,0,0.0,39301,10159,28540,6020,789
2014,4,Tierra Del Fuego,0,0.0,31786,2950,31509,0,790
2014,4,Tucumán,0,0.0,137414,28916,105722,4693,791
2014,3,Buenos Aires,4232,0.0,2647181,135542,2438217,71377,792
2014,3,Capital Federal,6626,0.0,1318799,86416,1070362,71857,793
2014,3,Catamarca,0,0.0,24680,9035,15705,1110,794
2014,3,Chaco,0,0.0,63770,18711,47362,1324,795
2014,3,Chubut,0,0.0,69099,8294,61111,0,796
2014,3,Córdoba,664,0.0,583972,105592,464684,19728,797
2014,3,Corrientes,0,0.0,63539,15658,46898,1172,798
2014,3,Entre Ríos,48,0.0,136796,4680,104019,131,799
2014,3,Formosa,0,0.0,25935,10324,15526,850,800
2014,3,Jujuy,0,0.0,33709,12249,22521,820,801
2014,3,La Pampa,10,0.0,54155,13103,41249,90,802
2014,3,La Rioja,0,0.0,15913,4885,11057,610,803
2014,3,Mendoza,1,0.0,167855,350,168073,250,804
2014,3,Misiones,1,0.0,75322,20037,59438,1606,805
2014,3,Neuquén,27,0.0,87720,4621,81160,2965,806
2014,3,Río Negro,9,0.0,97745,5553,87738,2024,807
2014,3,Salta,0,0.0,92941,24801,74340,3880,808
2014,3,San Juan,0,0.0,51771,4950,51276,0,809
2014,3,San Luis,0,0.0,13040,80,13029,30,810
2014,3,Santa Cruz,0,0.0,26069,3574,24258,10,811
2014,3,Santa Fe,806,0.0,515368,113416,381577,12504,812
2014,3,Santiago Del Estero,0,0.0,37540,17824,26693,1420,813
2014,3,Tierra Del Fuego,0,0.0,32698,3480,32368,0,814
2014,3,Tucumán,0,0.0,132054,32776,98769,5630,815
2014,2,Buenos Aires,4309,0.0,2659316,169176,2428998,59389,816
2014,2,Capital Federal,6427,0.0,1310340,89901,1165572,56594,817
2014,2,Catamarca,0,0.0,24683,9034,15709,1110,818
2014,2,Chaco,0,0.0,63304,18974,46948,1135,819
2014,2,Chubut,0,0.0,70514,8646,61868,0,820
2014,2,Córdoba,627,0.0,577464,103703,458234,15584,821
2014,2,Corrientes,0,0.0,62957,15763,46418,9560,822
2014,2,Entre Ríos,44,0.0,135495,34968,99321,1162,823
2014,2,Formosa,0,0.0,25600,10250,15265,850,824
2014,2,Jujuy,0,0.0,34344,13106,21156,820,825
2014,2,La Pampa,10,0.0,47919,13793,34269,90,826
2014,2,La Rioja,0,0.0,15912,4885,11056,610,827
2014,2,Mendoza,10,0.0,166807,410,167020,150,828
2014,2,Misiones,0,0.0,74689,19044,59169,1354,829
2014,2,Neuquén,30,0.0,86237,4737,80007,2309,830
2014,2,Río Negro,8,0.0,95610,8975,85758,1589,831
2014,2,Salta,0,0.0,91992,19348,72733,3880,832
2014,2,San Juan,0,0.0,51646,5170,51129,0,833
2014,2,San Luis,2,0.0,13055,70,13045,10,834
2014,2,Santa Cruz,0,0.0,27166,3167,25394,0,835
2014,2,Santa Fe,792,0.0,512094,123712,377498,10398,836
2014,2,Santiago Del Estero,0,0.0,37996,11145,26709,1420,837
2014,2,Tierra Del Fuego,0,0.0,31546,3460,31218,0,838
2014,2,Tucumán,0,0.0,132059,32774,98776,5630,839
2014,1,Buenos Aires,4037,0.0,2624542,179713,2401662,40983,840
2014,1,Capital Federal,6208,0.0,1301081,97346,1166343,39348,841
2014,1,Catamarca,0,0.0,24232,9337,15002,640,842
2014,1,Chaco,0,0.0,62546,20229,45513,7460,843
2014,1,Chubut,0,0.0,68791,7552,61329,0,844
2014,1,Córdoba,588,0.0,567453,109781,447226,10218,845
2014,1,Corrientes,0,0.0,62235,16557,45228,6300,846
2014,1,Entre Ríos,43,0.0,134248,37383,96076,7460,847
2014,1,Formosa,0,0.0,25422,10537,14818,670,848
