Año,Trimestre,Provincia,Banda ancha fija,Dial up,indice
2015,3,Santa Cruz,26,359.0,715
2015,3,Santa Fe,556,641.0,716
2015,3,Santiago Del Estero,39,3.0,717
2015,3,Tierra Del Fuego,33,619.0,718
2015,3,Tucumán,144,42.0,719
2015,2,Buenos Aires,3,13.0,720
2015,2,Capital Federal,1,10.0,721
2015,2,Catamarca,26,13.0,722
2015,2,Chaco,84,16.0,723
2015,2,Chubut,62,2.0,724
2015,2,Córdoba,610,236.0,725
2015,2,Corrientes,83,28.0,726
2015,2,Entre Ríos,169,183.0,727
2015,2,Formosa,27,37.0,728
2015,2,Jujuy,38,2.0,729
2015,2,La Pampa,64,500.0,730
2015,2,La Rioja,16,18.0,731
2015,2,Mendoza,169,2.0,732
2015,2,Misiones,89,7.0,733
2015,2,Neuquén,96,2.0,734
2015,2,Río Negro,98,1.0,735
2015,2,Salta,98,3.0,736
2015,2,San Juan,51,621.0,737
2015,2,San Luis,13,317.0,738
2015,2,Santa Cruz,25,379.0,739
2015,2,Santa Fe,546,649.0,740
2015,2,Santiago Del Estero,39,3.0,741
2015,2,Tierra Del Fuego,33,619.0,742
2015,2,Tucumán,141,42.0,743
2015,1,Buenos Aires,3,15.0,744
2015,1,Capital Federal,1,12.0,745
2015,1,Catamarca,25,20.0,746
2015,1,Chaco,81,31.0,747
2015,1,Chubut,63,2.0,748
2015,1,Córdoba,597,294.0,749
2015,1,Corrientes,81,43.0,750
2015,1,Entre Ríos,166,231.0,751
2015,1,Formosa,27,43.0,752
2015,1,Jujuy,37,3.0,753
2015,1,La Pampa,62,542.0,754
2015,1,La Rioja,16,23.0,755
2015,1,Mendoza,168,2.0,756
2015,1,Misiones,85,7.0,757
2015,1,Neuquén,93,2.0,758
2015,1,Río Negro,96,1.0,759
2015,1,Salta,97,18.0,760
2015,1,San Juan,51,702.0,761
2015,1,San Luis,13,354.0,762
2015,1,Santa Cruz,26,424.0,763
2015,1,Santa Fe,536,797.0,764
2015,1,Santiago Del Estero,39,8.0,765
2015,1,Tierra Del Fuego,33,730.0,766
2015,1,Tucumán,138,92.0,767
2014,4,Buenos Aires,3,15.0,768
2014,4,Capital Federal,1,12.0,769
2014,4,Catamarca,25,21.0,770
2014,4,Chaco,66,37.0,771
2014,4,Chubut,67,2.0,772
2014,4,Córdoba,590,319.0,773
2014,4,Corrientes,66,54.0,774
2014,4,Entre Ríos,141,246.0,775
2014,4,Formosa,26,51.0,776
2014,4,Jujuy,36,3.0,777
2014,4,La Pampa,57,567.0,778
2014,4,La Rioja,16,23.0,779
2014,4,Mendoza,168,2.0,780
2014,4,Misiones,77,7.0,781
2014,4,Neuquén,93,2.0,782
2014,4,Río Negro,95,1.0,783
2014,4,Salta,94,26.0,784
2014,4,San Juan,51,729.0,785
2014,4,San Luis,13,359.0,786
2014,4,Santa Cruz,25,436.0,787
2014,4,Santa Fe,528,938.0,788
2014,4,Santiago Del Estero,39,9.0,789
2014,4,Tierra Del Fuego,28,741.0,790
2014,4,Tucumán,137,95.0,791
2014,3,Buenos Aires,3,14.0,792
2014,3,Capital Federal,1,11.0,793
2014,3,Catamarca,25,21.0,794
2014,3,Chaco,64,36.0,795
2014,3,Chubut,67,2.0,796
2014,3,Córdoba,585,200.0,797
2014,3,Corrientes,64,33.0,798
2014,3,Entre Ríos,137,115.0,799
2014,3,Formosa,26,64.0,800
2014,3,Jujuy,34,2.0,801
2014,3,La Pampa,62,564.0,802
2014,3,La Rioja,16,23.0,803
2014,3,Mendoza,166,2.0,804
2014,3,Misiones,75,0.0,805
2014,3,Neuquén,100,2.0,806
2014,3,Río Negro,97,1.0,807
2014,3,Salta,93,25.0,808
2014,3,San Juan,51,748.0,809
2014,3,San Luis,13,363.0,810
2014,3,Santa Cruz,26,446.0,811
2014,3,Santa Fe,520,691.0,812
2014,3,Santiago Del Estero,38,9.0,813
2014,3,Tierra Del Fuego,28,755.0,814
2014,3,Tucumán,132,88.0,815
2014,2,Buenos Aires,3,14.0,816
2014,2,Capital Federal,1,11.0,817
2014,2,Catamarca,25,23.0,818
2014,2,Chaco,63,36.0,819
2014,2,Chubut,69,2.0,820
2014,2,Córdoba,577,205.0,821
2014,2,Corrientes,63,33.0,822
2014,2,Entre Ríos,135,115.0,823
2014,2,Formosa,26,65.0,824
2014,2,Jujuy,34,2.0,825
2014,2,La Pampa,55,580.0,826
2014,2,La Rioja,16,23.0,827
2014,2,Mendoza,165,2.0,828
2014,2,Misiones,75,0.0,829
2014,2,Neuquén,90,2.0,830
2014,2,Río Negro,95,1.0,831
2014,2,Salta,92,25.0,832
2014,2,San Juan,51,755.0,833
2014,2,San Luis,13,364.0,834
2014,2,Santa Cruz,27,459.0,835
2014,2,Santa Fe,512,605.0,836
2014,2,Santiago Del Estero,38,9.0,837
2014,2,Tierra Del Fuego,27,766.0,838
2014,2,Tucumán,132,88.0,839
2014,1,Buenos Aires,3,14.0,840
2014,1,Capital Federal,1,11.0,841
2014,1,Catamarca,24,23.0,842
2014,1,Chaco,63,36.0,843
2014,1,Chubut,68,2.0,844
2014,1,Córdoba,567,205.0,845
2014,1,Corrientes,62,33.0,846
2014,1,Entre Ríos,134,115.0,847
2014,1,Formosa,25,87.0,848
2014,1,Jujuy,34,2.0,849
2014,1,La Pampa,54,592.0,850
2014,1,La Rioja,16,23.0,851
2014,1,Mendoza,164,2.0,852
2014,1,Misiones,74,0.0,853
2014,1,Neuquén,88,2.0,854
2014,1,Río Negro,94,1.0,855
2014,1,Salta,91,25.0,856
2014,1,San Juan,51,755.0,857
2014,1,San Luis,12,364.0,858
2014,1,Santa Cruz,26,460.0,859
2014,1,Santa Fe,506,612.0,860
2014,1,Santiago Del Estero,37,9.0,861
2014,1,Tierra Del Fuego,27,766.0,862
2014,1,Tucumán,130,88.0,863
